,id,read_rate,from_domain_hash,Domain_extension,day,campaign_size,unique_user_cnt,avg_domain_read_rate,avg_domain_inbox_rate,avg_user_avg_read_rate,avg_user_domain_avg_read_rate,mb_superuser,mb_engper,mb_supersub,mb_engsec,mb_inper,mb_insec,mb_unengsec,mb_idlesub,Discretized_Read_Rate
21365,21366,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Sun,17.0,17.0,0.0065792690000000004,0.008477369,0.067340421,0.0,0.117647059,0.117647059,0.235294118,0.235294118,0.0,0.117647059,0.176470588,0.0,1
21374,21375,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,49.0,49.0,0.06157230599999999,0.232202866,0.0034238140000000003,0.00125496,0.0,0.18367346899999998,0.18367346899999998,0.040816327,0.14285714300000002,0.265306122,0.18367346899999998,0.0,1
21378,21379,0.020833333,fa16258a704b53824171b0cea264b56c,com,Sat,48.0,42.0,0.079839146,0.923301193,0.050198985,0.030716182999999998,0.041666667000000004,0.270833333,0.25,0.208333333,0.0,0.145833333,0.083333333,0.0,1
21389,21390,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,113.0,111.0,0.06157230599999999,0.232202866,0.006399679,0.000335854,0.017699115,0.203539823,0.21238938100000002,0.14159292,0.088495575,0.221238938,0.115044248,0.0,1
21391,21392,0.10526315800000001,f54db463750940e0e7f7630fe327845e,com,Sat,19.0,19.0,0.145559324,0.954745878,0.09023200599999999,0.076423865,0.10526315800000001,0.21052631600000002,0.42105263200000004,0.10526315800000001,0.0,0.052631579000000005,0.10526315800000001,0.0,3
21394,21395,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Tues,16.0,16.0,0.0065792690000000004,0.008477369,0.054847094000000006,0.006944444,0.0625,0.25,0.125,0.3125,0.0,0.125,0.125,0.0,1
21396,21397,0.6190476189999999,50cd1a9a183758039b0841aa738c3f0b,com,Fri,21.0,16.0,0.26360952,0.5492744979999999,0.242649411,0.41926324600000003,0.25,0.5625,0.0,0.1875,0.0,0.0,0.0,0.0,13
21397,21398,0.175710594,636ae4d78ec2b46248fc59ac1ad737df,com,Thurs,387.0,248.0,0.047170067,0.9210837629999999,0.138806813,0.167441793,0.124352332,0.329015544,0.165803109,0.147668394,0.002590674,0.150259067,0.080310881,0.0,5
21402,21403,0.004739335999999999,50cd1a9a183758039b0841aa738c3f0b,com,Sun,211.0,211.0,0.26360952,0.5492744979999999,0.028880068999999998,0.006961704,0.052132701,0.151658768,0.047393365,0.118483412,0.0,0.360189573,0.26540284399999997,0.004739335999999999,1
21407,21408,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,36.0,35.0,0.06157230599999999,0.232202866,0.007468186,0.000127216,0.027777778,0.25,0.083333333,0.083333333,0.083333333,0.333333333,0.111111111,0.027777778,1
21409,21410,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Mon,15.0,15.0,0.0065792690000000004,0.008477369,0.070568506,0.022222222000000003,0.066666667,0.2,0.4,0.26666666699999997,0.0,0.066666667,0.0,0.0,1
21421,21422,0.125,7a35b38262510f0cd0191e980684dfb0,com,Sun,24.0,19.0,0.053386345999999994,0.193153258,0.035852679,0.055555556,0.0,0.5,0.125,0.125,0.083333333,0.166666667,0.0,0.0,4
21446,21447,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,15.0,15.0,0.06157230599999999,0.232202866,0.007258566,0.0003367,0.0,0.2,0.066666667,0.133333333,0.0,0.333333333,0.26666666699999997,0.0,1
21469,21470,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,32.0,1.0,0.19130118,0.687118735,0.41280353200000003,0.72519084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21476,21477,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sat,16.0,16.0,0.26360952,0.5492744979999999,0.028881237,0.001136364,0.0625,0.0625,0.0625,0.1875,0.0,0.5,0.125,0.0,1
21484,21485,0.0,ac8c449342925cb29673c91ee480ff03,com,Fri,11.0,11.0,0.045656805,0.940961587,0.044886115,0.020650533000000002,0.0,0.181818182,0.090909091,0.363636364,0.0,0.363636364,0.0,0.0,1
21486,21487,0.0,14dd5266c70789bdc806364df4586335,com,Fri,22.0,2.0,0.08705457800000001,0.93233696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
21488,21489,0.010582011,b2f21823cb50a9b3b70447736f1ea616,com,Sat,189.0,189.0,0.00989282,0.028365696,0.10145350199999999,0.013101537,0.159574468,0.154255319,0.17021276600000002,0.19680851100000002,0.010638298000000001,0.191489362,0.11702127699999999,0.0,1
21492,21493,0.076923077,03e210248248cd9f6421f943a82f32a6,com,Sat,26.0,26.0,0.088281363,0.9368764559999999,0.10096542,0.094668322,0.115384615,0.307692308,0.269230769,0.192307692,0.0,0.038461537999999997,0.076923077,0.0,2
21496,21497,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,14.0,14.0,0.06157230599999999,0.232202866,0.020661599,0.00043913599999999996,0.0,0.35714285700000004,0.28571428600000004,0.0,0.0,0.28571428600000004,0.071428571,0.0,1
21508,21509,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,21.0,21.0,0.06157230599999999,0.232202866,0.003270001,0.00036151300000000005,0.0,0.23809523800000001,0.23809523800000001,0.047619048,0.095238095,0.23809523800000001,0.14285714300000002,0.0,1
21510,21511,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,20.0,20.0,0.26360952,0.5492744979999999,0.010384238,0.007608008,0.05,0.55,0.15,0.0,0.1,0.05,0.1,0.0,1
21512,21513,0.0061349690000000005,94bd04f23f1e4d18cc728f0ec5597472,br,Sat,326.0,326.0,0.081700549,0.5658081389999999,0.006526031,0.006105689,0.006153846,0.11692307699999999,0.012307692,0.110769231,0.095384615,0.538461538,0.11692307699999999,0.003076923,1
21524,21525,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,13.0,13.0,0.06157230599999999,0.232202866,0.019878395,0.000851765,0.0,0.307692308,0.076923077,0.153846154,0.153846154,0.23076923100000002,0.076923077,0.0,1
21525,21526,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,12.0,12.0,0.19130118,0.687118735,0.043895351,0.021065517000000002,0.083333333,0.25,0.0,0.0,0.25,0.25,0.166666667,0.0,1
21527,21528,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Mon,68.0,68.0,0.19130118,0.687118735,0.034173944,0.049396844,0.044117647,0.6764705879999999,0.088235294,0.058823529000000006,0.014705882,0.044117647,0.073529412,0.0,1
21531,21532,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,22.0,22.0,0.06157230599999999,0.232202866,0.022381928,0.000343451,0.045454545,0.22727272699999998,0.13636363599999998,0.181818182,0.045454545,0.22727272699999998,0.13636363599999998,0.0,1
21537,21538,0.058823529000000006,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,17.0,17.0,0.06157230599999999,0.232202866,0.078351655,0.06862745099999999,0.117647059,0.294117647,0.058823529000000006,0.235294118,0.235294118,0.0,0.058823529000000006,0.0,2
21540,21541,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,46.0,46.0,0.26360952,0.5492744979999999,0.017440222,0.001692361,0.02173913,0.086956522,0.10869565199999999,0.065217391,0.0,0.39130434799999997,0.304347826,0.02173913,1
21549,21550,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Wed,41.0,20.0,0.047170067,0.9210837629999999,0.04613459599999999,0.017368417,0.024390244,0.292682927,0.048780488,0.12195122,0.0,0.024390244,0.487804878,0.0,1
21550,21551,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,33.0,33.0,0.06157230599999999,0.232202866,0.027215107000000002,0.021492597999999998,0.03125,0.28125,0.125,0.03125,0.28125,0.1875,0.0625,0.0,1
21552,21553,0.0,0252a5ffa24bdc602d7942cce259375f,com,Sat,13.0,13.0,0.041873424,0.9185307420000001,0.04991344599999999,0.019230768999999998,0.0,0.23076923100000002,0.384615385,0.076923077,0.0,0.0,0.307692308,0.0,1
21557,21558,0.0,86d0399a308ae0a71efbff96df087dc4,com,Tues,13.0,13.0,0.046684483,0.20985432,0.057299545,0.024019459,0.0,0.46153846200000004,0.23076923100000002,0.076923077,0.0,0.076923077,0.153846154,0.0,1
21562,21563,0.0,ac8c449342925cb29673c91ee480ff03,com,Sun,15.0,15.0,0.045656805,0.940961587,0.025817648,0.0024691360000000002,0.0,0.066666667,0.066666667,0.26666666699999997,0.0,0.4,0.2,0.0,1
21565,21566,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,12.0,12.0,0.06157230599999999,0.232202866,0.002463939,0.0,0.0,0.25,0.166666667,0.0,0.083333333,0.25,0.166666667,0.083333333,1
21566,21567,0.642857143,f54db463750940e0e7f7630fe327845e,com,Mon,14.0,13.0,0.145559324,0.954745878,0.21077390699999998,0.252619629,0.214285714,0.5,0.214285714,0.0,0.0,0.0,0.071428571,0.0,13
21574,21575,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,16.0,16.0,0.19130118,0.687118735,0.032444617,0.025486975,0.0,0.375,0.375,0.0625,0.0625,0.125,0.0,0.0,1
21585,21586,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Fri,254.0,254.0,0.081700549,0.5658081389999999,0.005014603,0.004972889,0.003937008,0.125984252,0.027559055,0.094488189,0.059055118,0.602362205,0.07480315,0.011811024,1
21589,21590,0.043478261,e07a80f519243c832d2417232f9aefd5,com,Tues,92.0,92.0,0.059955579,0.7667590609999999,0.042991852000000004,0.053344182000000004,0.054347825999999995,0.16304347800000002,0.239130435,0.17391304300000002,0.0,0.19565217399999998,0.17391304300000002,0.0,2
21597,21598,0.045454545,636ae4d78ec2b46248fc59ac1ad737df,com,Fri,22.0,15.0,0.047170067,0.9210837629999999,0.029036454,0.022353163,0.0,0.181818182,0.045454545,0.454545455,0.0,0.22727272699999998,0.090909091,0.0,2
21606,21607,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Tues,12.0,1.0,0.047170067,0.9210837629999999,0.001458789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21615,21616,0.061728395,e07a80f519243c832d2417232f9aefd5,com,Wed,81.0,81.0,0.059955579,0.7667590609999999,0.068935117,0.069949996,0.061728395,0.222222222,0.296296296,0.172839506,0.0,0.172839506,0.074074074,0.0,2
21616,21617,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Thurs,35.0,35.0,0.0065792690000000004,0.008477369,0.056224351,0.0,0.057142857000000005,0.228571429,0.257142857,0.4,0.0,0.028571429,0.028571429,0.0,1
21625,21626,0.0,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Thurs,11.0,11.0,0.21218786399999998,0.61564894,0.122446167,0.17272727300000001,0.181818182,0.181818182,0.181818182,0.181818182,0.0,0.0,0.272727273,0.0,1
21626,21627,0.0,c582c4a96b11532a745fcbd144fd8e06,com,Sat,26.0,26.0,0.003711411,0.008529811,0.053702709,0.0,0.076923077,0.192307692,0.423076923,0.192307692,0.0,0.076923077,0.038461537999999997,0.0,1
21642,21643,0.25170068,3e601316a3b09bdfec5049aeb00b5cc0,com,Tues,147.0,137.0,0.134960797,0.942354039,0.186995405,0.238744504,0.210884354,0.333333333,0.210884354,0.10884353699999999,0.013605441999999999,0.06802721099999999,0.054421769,0.0,7
21645,21646,0.15,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,60.0,60.0,0.19130118,0.687118735,0.198321886,0.251232637,0.233333333,0.4,0.21666666699999998,0.11666666699999999,0.0,0.033333333,0.0,0.0,4
21652,21653,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,37.0,37.0,0.06157230599999999,0.232202866,0.004274416,0.000290039,0.0,0.135135135,0.27027027,0.054054054000000004,0.10810810800000001,0.297297297,0.135135135,0.0,1
21658,21659,0.2,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,20.0,7.0,0.19130118,0.687118735,0.05338293400000001,0.172758621,0.1,0.05,0.1,0.1,0.0,0.0,0.65,0.0,6
21660,21661,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,16.0,8.0,0.26360952,0.5492744979999999,0.0015101160000000001,0.000625414,0.0,0.5,0.0,0.0,0.375,0.0,0.125,0.0,1
21667,21668,0.090909091,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,11.0,11.0,0.19130118,0.687118735,0.09975022199999999,0.087099215,0.090909091,0.090909091,0.181818182,0.090909091,0.0,0.090909091,0.454545455,0.0,3
21673,21674,0.0625,e8b00d21d1327bfb14f9a481126b7283,com,Thurs,16.0,16.0,0.04209324,0.4681664000000001,0.148206913,0.065012685,0.0625,0.5,0.125,0.125,0.0,0.0625,0.125,0.0,2
21674,21675,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,17.0,17.0,0.19130118,0.687118735,0.025578204,0.012448942,0.0,0.176470588,0.176470588,0.117647059,0.117647059,0.294117647,0.117647059,0.0,1
21675,21676,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,25.0,25.0,0.19130118,0.687118735,0.01427603,0.001429503,0.08,0.56,0.08,0.12,0.12,0.04,0.0,0.0,1
21679,21680,0.23076923100000002,f74d39fa044aa309eaea14b9f57fe79c,com,Sat,13.0,13.0,0.19130118,0.687118735,0.16595886599999998,0.22944428100000003,0.153846154,0.153846154,0.307692308,0.307692308,0.0,0.0,0.076923077,0.0,6
21684,21685,0.0625,50cd1a9a183758039b0841aa738c3f0b,com,Wed,16.0,16.0,0.26360952,0.5492744979999999,0.022048816000000002,0.009190722,0.0,0.5,0.0625,0.0625,0.125,0.25,0.0,0.0,2
21686,21687,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Fri,57.0,56.0,0.0065792690000000004,0.008477369,0.06719383,0.0035087720000000003,0.10526315800000001,0.15789473699999998,0.42105263200000004,0.15789473699999998,0.0,0.070175439,0.087719298,0.0,1
21697,21698,0.0,8066470e27f62ff74b75b31bd5ee4d54,uk,Tues,21.0,21.0,0.303511439,0.669174299,0.008329019,0.004768644,0.0,0.14285714300000002,0.19047619,0.095238095,0.19047619,0.333333333,0.047619048,0.0,1
21700,21701,0.074074074,d30663cb0bed60805ad3ae4ebbad217b,com,Tues,27.0,27.0,0.06157230599999999,0.232202866,0.07438175400000001,0.06900879,0.111111111,0.222222222,0.074074074,0.148148148,0.074074074,0.25925925899999996,0.111111111,0.0,2
21702,21703,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Thurs,18.0,18.0,0.19130118,0.687118735,0.025714826,0.032316151,0.0,0.111111111,0.222222222,0.111111111,0.0,0.333333333,0.222222222,0.0,1
21703,21704,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Fri,11.0,11.0,0.0065792690000000004,0.008477369,0.056557128,0.0,0.0,0.363636364,0.272727273,0.272727273,0.0,0.0,0.090909091,0.0,1
21709,21710,0.042471042,03e210248248cd9f6421f943a82f32a6,com,Sun,259.0,258.0,0.088281363,0.9368764559999999,0.09528293300000001,0.052305789000000005,0.077220077,0.181467181,0.22007722,0.212355212,0.0,0.200772201,0.10424710400000001,0.0038610040000000003,2
21721,21722,0.0,ba62868a138f50e3bbd445c6ac1874e6,com,Sun,12.0,12.0,0.003780012,0.008709778,0.037376306,0.0,0.083333333,0.166666667,0.166666667,0.25,0.0,0.333333333,0.0,0.0,1
21725,21726,0.0,bdc6afb4e270be5e7b3954caf0818a7d,br,Fri,283.0,283.0,0.003141268,0.7616823220000001,0.004716336,0.004147367,0.007092199,0.372340426,0.010638298000000001,0.003546099,0.021276596000000002,0.5638297870000001,0.017730496000000002,0.003546099,1
21727,21728,0.005524861999999999,b3782bc0343e84faf2f8d3d7171153dd,com,Wed,181.0,181.0,0.009889762,0.034618091000000004,0.052835477,0.002437684,0.067039106,0.094972067,0.452513966,0.268156425,0.0,0.0,0.117318436,0.0,1
21731,21732,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Thurs,13.0,13.0,0.19130118,0.687118735,0.015894188,0.023693101,0.0,0.692307692,0.0,0.076923077,0.153846154,0.076923077,0.0,0.0,1
21733,21734,0.20588235300000002,fa16258a704b53824171b0cea264b56c,com,Thurs,34.0,31.0,0.079839146,0.923301193,0.116214317,0.17652767100000002,0.147058824,0.264705882,0.235294118,0.088235294,0.0,0.117647059,0.147058824,0.0,6
21738,21739,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,54.0,54.0,0.26360952,0.5492744979999999,0.031027567000000002,0.077826863,0.0,0.134615385,0.44230769200000003,0.192307692,0.0,0.096153846,0.134615385,0.0,1
21739,21740,0.333333333,5e16703db26e5154b60889bf72a4705f,com,Tues,12.0,11.0,0.160534665,0.86763858,0.147681332,0.307029767,0.25,0.41666666700000005,0.25,0.0,0.0,0.0,0.083333333,0.0,9
21743,21744,0.0,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,14.0,10.0,0.047170067,0.9210837629999999,0.005341939,0.005805851,0.0,0.0,0.0,0.14285714300000002,0.0,0.428571429,0.428571429,0.0,1
21770,21771,0.010309278,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Fri,194.0,194.0,0.21218786399999998,0.61564894,0.044730505,0.068032487,0.051546392,0.12371134,0.298969072,0.128865979,0.005154639,0.231958763,0.159793814,0.0,1
21772,21773,0.066666667,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,15.0,10.0,0.19130118,0.687118735,0.104262991,0.093038595,0.0,0.46666666700000003,0.2,0.066666667,0.0,0.133333333,0.133333333,0.0,2
21774,21775,0.018518519,2174b8f4d1179610379fd4fb1822b9ff,com,Mon,54.0,53.0,0.006598712,0.009859723,0.102646923,0.00617284,0.166666667,0.314814815,0.296296296,0.148148148,0.0,0.037037037,0.037037037,0.0,1
21775,21776,0.014064698,d30663cb0bed60805ad3ae4ebbad217b,com,Wed,711.0,638.0,0.06157230599999999,0.232202866,0.045681463,0.03906174,0.047954866,0.222849083,0.276445698,0.17207334300000002,0.008462623,0.14950634699999998,0.122708039,0.0,1
21785,21786,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Thurs,15.0,15.0,0.0065792690000000004,0.008477369,0.060755805999999996,0.0,0.133333333,0.333333333,0.066666667,0.4,0.0,0.066666667,0.0,0.0,1
21795,21796,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,16.0,16.0,0.06157230599999999,0.232202866,0.008182263,0.00022887599999999998,0.0,0.1875,0.125,0.3125,0.125,0.0625,0.1875,0.0,1
21803,21804,0.14285714300000002,636ae4d78ec2b46248fc59ac1ad737df,com,Thurs,84.0,76.0,0.047170067,0.9210837629999999,0.091046554,0.117522374,0.107142857,0.107142857,0.27380952399999997,0.14285714300000002,0.0,0.23809523800000001,0.130952381,0.0,4
21804,21805,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Mon,14.0,14.0,0.06157230599999999,0.232202866,0.00202794,0.0,0.0,0.214285714,0.14285714300000002,0.0,0.071428571,0.28571428600000004,0.28571428600000004,0.0,1
21805,21806,0.14285714300000002,d30663cb0bed60805ad3ae4ebbad217b,com,Fri,21.0,21.0,0.06157230599999999,0.232202866,0.160565375,0.18397360899999998,0.19047619,0.6190476189999999,0.0,0.047619048,0.14285714300000002,0.0,0.0,0.0,4
21808,21809,0.0,4e3952afe12e51f0095f38ac0f5b4561,net,Fri,24.0,24.0,0.0054475159999999995,0.018167403000000002,0.062091926,0.0,0.083333333,0.25,0.375,0.125,0.0,0.125,0.041666667000000004,0.0,1
21814,21815,0.019230768999999998,d30663cb0bed60805ad3ae4ebbad217b,com,Sat,52.0,52.0,0.06157230599999999,0.232202866,0.02628348,0.020340663999999998,0.038461537999999997,0.057692308,0.21153846199999998,0.153846154,0.038461537999999997,0.46153846200000004,0.038461537999999997,0.0,1
21817,21818,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,24.0,24.0,0.19130118,0.687118735,0.09656404,0.183064146,0.208333333,0.208333333,0.375,0.208333333,0.0,0.0,0.0,0.0,1
21824,21825,0.0,14dd5266c70789bdc806364df4586335,com,Mon,15.0,15.0,0.08705457800000001,0.93233696,0.028493132,0.001687764,0.0,0.066666667,0.0,0.0,0.0,0.6,0.333333333,0.0,1
21827,21828,1.0,50cd1a9a183758039b0841aa738c3f0b,com,Tues,11.0,10.0,0.26360952,0.5492744979999999,0.230062502,0.762628964,0.090909091,0.9090909090000001,0.0,0.0,0.0,0.0,0.0,0.0,14
21843,21844,0.038461537999999997,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,26.0,26.0,0.19130118,0.687118735,0.02726651,0.024642927000000002,0.0,0.076923077,0.423076923,0.346153846,0.0,0.038461537999999997,0.115384615,0.0,1
21857,21858,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Tues,27.0,27.0,0.19130118,0.687118735,0.01128411,0.003486563,0.0,0.5555555560000001,0.148148148,0.0,0.111111111,0.111111111,0.074074074,0.0,1
21865,21866,0.027777778,2174b8f4d1179610379fd4fb1822b9ff,com,Sat,36.0,35.0,0.006598712,0.009859723,0.061974712,0.0,0.111111111,0.222222222,0.27777777800000003,0.194444444,0.0,0.083333333,0.111111111,0.0,1
21867,21868,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,12.0,12.0,0.19130118,0.687118735,0.035650199,0.033316835,0.0,0.666666667,0.083333333,0.0,0.083333333,0.0,0.166666667,0.0,1
21871,21872,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Tues,109.0,108.0,0.06157230599999999,0.232202866,0.008517521,0.00034606400000000004,0.027522936,0.165137615,0.183486239,0.064220183,0.13761467900000002,0.311926606,0.100917431,0.009174311999999999,1
21874,21875,0.056603774,636ae4d78ec2b46248fc59ac1ad737df,com,Mon,53.0,49.0,0.047170067,0.9210837629999999,0.148956073,0.08098525599999999,0.132075472,0.358490566,0.075471698,0.11320754699999999,0.0,0.150943396,0.16981132100000002,0.0,2
21888,21889,0.017857143,636ae4d78ec2b46248fc59ac1ad737df,com,Sun,56.0,56.0,0.047170067,0.9210837629999999,0.048206482,0.010500641000000002,0.017857143,0.125,0.053571429000000004,0.107142857,0.035714286,0.46428571399999996,0.19642857100000002,0.0,1
21894,21895,0.0,ea5ddf3148ee6dad41c76e96cb00e1a9,com,Fri,14.0,14.0,0.21218786399999998,0.61564894,0.007366669,0.001298701,0.0,0.571428571,0.071428571,0.071428571,0.071428571,0.214285714,0.0,0.0,1
21896,21897,0.010309278,50cd1a9a183758039b0841aa738c3f0b,com,Wed,97.0,26.0,0.26360952,0.5492744979999999,0.059749612,0.036144606,0.092783505,0.206185567,0.041237113,0.082474227,0.041237113,0.298969072,0.237113402,0.0,1
21903,21904,0.186046512,653166773dc88127bd3afe0b6dfe5ea7,com,Tues,43.0,39.0,0.10629337900000001,0.9068445070000001,0.12528103699999998,0.194597744,0.11627907,0.395348837,0.162790698,0.186046512,0.0,0.093023256,0.046511628,0.0,5
21912,21913,0.0,21f9e3c73417dc05c54aff76f74a9a68,com,Thurs,22.0,21.0,0.0065792690000000004,0.008477369,0.027990154,0.0,0.0,0.090909091,0.318181818,0.363636364,0.0,0.0,0.22727272699999998,0.0,1
21913,21914,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,99.0,99.0,0.06157230599999999,0.232202866,0.016129431,0.008815473,0.03030303,0.222222222,0.141414141,0.08080808099999999,0.070707071,0.313131313,0.131313131,0.01010101,1
21917,21918,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Wed,14.0,14.0,0.19130118,0.687118735,0.035965354,0.103877731,0.071428571,0.071428571,0.214285714,0.14285714300000002,0.0,0.28571428600000004,0.214285714,0.0,1
21922,21923,0.008695652,b3782bc0343e84faf2f8d3d7171153dd,com,Fri,115.0,115.0,0.009889762,0.034618091000000004,0.071737668,0.003927236,0.072072072,0.10810810800000001,0.495495495,0.19819819800000002,0.0,0.009009009,0.10810810800000001,0.009009009,1
21924,21925,0.0,94bd04f23f1e4d18cc728f0ec5597472,br,Thurs,12.0,12.0,0.081700549,0.5658081389999999,0.012329287,0.013603068999999999,0.0,0.454545455,0.0,0.090909091,0.363636364,0.0,0.090909091,0.0,1
21931,21932,0.846153846,50cd1a9a183758039b0841aa738c3f0b,com,Sat,26.0,18.0,0.26360952,0.5492744979999999,0.17809961600000002,0.537264307,0.423076923,0.346153846,0.038461537999999997,0.153846154,0.0,0.0,0.038461537999999997,0.0,13
21937,21938,0.083333333,636ae4d78ec2b46248fc59ac1ad737df,com,Sat,12.0,11.0,0.047170067,0.9210837629999999,0.010828285,0.025246099999999997,0.0,0.166666667,0.083333333,0.25,0.0,0.5,0.0,0.0,3
21943,21944,0.8045602609999999,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,307.0,249.0,0.26360952,0.5492744979999999,0.29297907300000003,0.649343265,0.37785016299999996,0.48859934899999996,0.061889251,0.016286645,0.026058632,0.022801303,0.006514658,0.0,13
21953,21954,0.106741573,f54db463750940e0e7f7630fe327845e,com,Wed,178.0,178.0,0.145559324,0.954745878,0.16169139800000001,0.13756386,0.12994350300000002,0.423728814,0.186440678,0.10734463300000001,0.011299435,0.050847458,0.09039548,0.0,3
21957,21958,0.0,d30663cb0bed60805ad3ae4ebbad217b,com,Thurs,39.0,39.0,0.06157230599999999,0.232202866,0.008307105,0.000523094,0.051282050999999995,0.179487179,0.076923077,0.102564103,0.102564103,0.35897435899999997,0.128205128,0.0,1
21960,21961,0.9,50cd1a9a183758039b0841aa738c3f0b,com,Thurs,40.0,32.0,0.26360952,0.5492744979999999,0.277797986,0.577384585,0.4,0.5,0.05,0.0,0.025,0.0,0.025,0.0,13
21963,21964,0.125,3e955c5d67e80686f3eb24154599ebcc,com,Thurs,16.0,15.0,0.119767048,0.762029347,0.092225536,0.147820757,0.0,0.375,0.1875,0.0625,0.0,0.3125,0.0625,0.0,4
21965,21966,0.03125,50cd1a9a183758039b0841aa738c3f0b,com,Fri,32.0,32.0,0.26360952,0.5492744979999999,0.02867556,0.025929129,0.03125,0.09375,0.09375,0.125,0.03125,0.4375,0.1875,0.0,1
21966,21967,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sun,16.0,16.0,0.26360952,0.5492744979999999,0.063211592,0.083018501,0.0625,0.5625,0.0625,0.125,0.0625,0.0625,0.0625,0.0,1
21968,21969,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Sun,11.0,11.0,0.26360952,0.5492744979999999,0.052063397000000004,0.12056947800000001,0.090909091,0.636363636,0.0,0.090909091,0.0,0.090909091,0.090909091,0.0,1
21969,21970,0.0,f74d39fa044aa309eaea14b9f57fe79c,com,Sun,145.0,145.0,0.19130118,0.687118735,0.016852477,0.007072804,0.020689655,0.117241379,0.303448276,0.117241379,0.013793103000000001,0.324137931,0.10344827599999999,0.0,1
21975,21976,0.052631579000000005,50cd1a9a183758039b0841aa738c3f0b,com,Wed,19.0,16.0,0.26360952,0.5492744979999999,0.11082399400000001,0.11614510300000001,0.21052631600000002,0.15789473699999998,0.473684211,0.15789473699999998,0.0,0.0,0.0,0.0,2
21983,21984,0.0,50cd1a9a183758039b0841aa738c3f0b,com,Fri,13.0,13.0,0.26360952,0.5492744979999999,0.027200522,0.037257425,0.0,0.923076923,0.0,0.0,0.076923077,0.0,0.0,0.0,1
21986,21987,0.565217391,f74d39fa044aa309eaea14b9f57fe79c,com,Fri,46.0,29.0,0.19130118,0.687118735,0.184856104,0.456242738,0.152173913,0.826086957,0.0,0.02173913,0.0,0.0,0.0,0.0,13
